id,title,description,date_taken,date_uploaded,latitude,longitude,context,image_url,tags,source_dataset,vision_label,vision_reason,vision_error,vision_model,vision_backend,cluster_id
12472811705,Electric tram at Mosmans Bay,"This image is from a leather photograph album dating to the late 1800s. The album contains sepia prints of a voyage from Melbourne to Sydney on SS ARAMAC as well as various sights around Sydney Harbour and the Hawkesbury River. The provenance of the album and the identity of the photographer is unknown.

If reproduced or distributed, this image should be clearly attributed to the collection of the Australian National Maritime Museum; and not be used for any commercial or for-profit purposes without the permission of the museum. For more information see our <a href=""http://www.anmm.gov.au/site/page.cfm?u=1657"" rel=""nofollow"">Flickr Commons Rights Statement</a>.

The Australian National Maritime Museum undertakes research and accepts public comments that enhance the information we hold about images in our collection. If you can identify a person, vessel or landmark, write the details in the Comments box below. 

Thank you for helping caption this important historical image.

Object number 00036455_38

",1897-01-01 00:00:00,1392182626,-33.815838,151.238517,0,https://live.staticflickr.com/3803/12472811705_72a1cb953b_o.jpg,,Australian National Maritime Museum on The Commons,YES,openclip p(building)=0.981,,ViT-B-32,openclip,-1
12472962093,Town Hall Sydney,"This image is from a leather photograph album dating to the late 1800s. The album contains sepia prints of a voyage from Melbourne to Sydney on SS ARAMAC as well as various sights around Sydney Harbour and the Hawkesbury River. The provenance of the album and the identity of the photographer is unknown.

If reproduced or distributed, this image should be clearly attributed to the collection of the Australian National Maritime Museum; and not be used for any commercial or for-profit purposes without the permission of the museum. For more information see our <a href=""http://www.anmm.gov.au/site/page.cfm?u=1657"" rel=""nofollow"">Flickr Commons Rights Statement</a>.

The Australian National Maritime Museum undertakes research and accepts public comments that enhance the information we hold about images in our collection. If you can identify a person, vessel or landmark, write the details in the Comments box below. 

Thank you for helping caption this important historical image.

Object number 00036455_37",1897-01-01 00:00:00,1392182625,-33.873708,151.207039,0,https://live.staticflickr.com/2877/12472962093_9e56ab62f5_o.jpg,,Australian National Maritime Museum on The Commons,YES,openclip p(building)=1.000,,ViT-B-32,openclip,6
12472812175,"Steamer ""General Gordon"" Hawkesbury River","This image is from a leather photograph album dating to the late 1800s. The album contains sepia prints of a voyage from Melbourne to Sydney on SS ARAMAC as well as various sights around Sydney Harbour and the Hawkesbury River. The provenance of the album and the identity of the photographer is unknown.

If reproduced or distributed, this image should be clearly attributed to the collection of the Australian National Maritime Museum; and not be used for any commercial or for-profit purposes without the permission of the museum. For more information see our <a href=""http://www.anmm.gov.au/site/page.cfm?u=1657"" rel=""nofollow"">Flickr Commons Rights Statement</a>.

The Australian National Maritime Museum undertakes research and accepts public comments that enhance the information we hold about images in our collection. If you can identify a person, vessel or landmark, write the details in the Comments box below. 

Thank you for helping caption this important historical image.

Object number 00036455_36",1897-01-01 00:00:00,1392182625,-33.534171,151.230171,0,https://live.staticflickr.com/5518/12472812175_54a2080c1b_o.jpg,,Australian National Maritime Museum on The Commons,YES,openclip p(building)=0.948,,ViT-B-32,openclip,-1
11987839356,"Barrack St, Sydney, showing Post Office tower","This image is from a leather photograph album dating to the late 1800s. The album contains sepia prints of a voyage from Melbourne to Sydney on SS ARAMAC as well as various sights around Sydney Harbour and the Hawkesbury River. The provenance of the album and the identity of the photographer is unknown.

If reproduced or distributed, this image should be clearly attributed to the collection of the Australian National Maritime Museum; and not be used for any commercial or for-profit purposes without the permission of the museum. For more information see our <a href=""http://www.anmm.gov.au/site/page.cfm?u=1657"" rel=""nofollow"">Flickr Commons Rights Statement</a>.

The Australian National Maritime Museum undertakes research and accepts public comments that enhance the information we hold about images in our collection. If you can identify a person, vessel or landmark, write the details in the Comments box below. 

Thank you for helping caption this important historical image.

Object number 00036455_29",1897-01-01 00:00:00,1389912878,-33.867671,151.206518,0,https://live.staticflickr.com/7353/11987839356_0cc46bfc5b_o.jpg,,Australian National Maritime Museum on The Commons,YES,openclip p(building)=0.989,,ViT-B-32,openclip,-1
11941426666,"TSS ORANJE II possibly in White Bay, Sydney","This image depicts the hospital ship, TSS ORANJE II, of the Stoomvaart Maatschappij Nederland possibly moored at one of the Glebe Island grain silos after a refitting at Cockatoo Island dockyard.

This photo is part of the Australian National Maritime Museum’s Samuel J. Hood Studio collection. Sam Hood (1872-1953) was a Sydney photographer with a passion for ships. His 60-year career spanned the romantic age of sail and two world wars. The photos in the collection were taken mainly in Sydney and Newcastle during the first half of the 20th century. 

If reproduced or distributed, this image should be clearly attributed to the collection of the Australian National Maritime Museum; and not be used for any commercial or for-profit purposes without the permission of the museum. For more information see our <a href=""http://www.anmm.gov.au/site/page.cfm?u=1657"" rel=""nofollow"">Flickr Commons Rights Statement</a>.

The ANMM undertakes research and accepts public comments that enhance the information we hold about images in our collection. This record has been updated accordingly. 

Photographer: Samuel J. Hood Studio Collection

Object no. 00021036",1941-06-28 00:00:06,1389672020,-33.864678,151.185564,0,https://live.staticflickr.com/3812/11941426666_6f9e8dfb41_o.jpg,,Australian National Maritime Museum on The Commons,YES,openclip p(building)=0.515,,ViT-B-32,openclip,-1
11940103585,Imperial Naval Depot,"This image is from a leather photograph album dating to the late 1800s. The album contains sepia prints of a voyage from Melbourne to Sydney on SS ARAMAC as well as various sights around Sydney Harbour and the Hawkesbury River. The provenance of the album and the identity of the photographer is unknown.

If reproduced or distributed, this image should be clearly attributed to the collection of the Australian National Maritime Museum; and not be used for any commercial or for-profit purposes without the permission of the museum. For more information see our <a href=""http://www.anmm.gov.au/site/page.cfm?u=1657"" rel=""nofollow"">Flickr Commons Rights Statement</a>.

The Australian National Maritime Museum undertakes research and accepts public comments that enhance the information we hold about images in our collection. If you can identify a person, vessel or landmark, write the details in the Comments box below. 

Thank you for helping caption this important historical image.

Object number 00036455_23",1897-01-01 00:00:00,1389669772,-33.862228,151.227584,0,https://live.staticflickr.com/3786/11940103585_c4d37eec33_o.jpg,,Australian National Maritime Museum on The Commons,YES,openclip p(building)=0.992,,ViT-B-32,openclip,-1
11940945776,"Mosman Bay, Sydney","This image is from a leather photograph album dating to the late 1800s. The album contains sepia prints of a voyage from Melbourne to Sydney on SS ARAMAC as well as various sights around Sydney Harbour and the Hawkesbury River. The provenance of the album and the identity of the photographer is unknown.

If reproduced or distributed, this image should be clearly attributed to the collection of the Australian National Maritime Museum; and not be used for any commercial or for-profit purposes without the permission of the museum. For more information see our <a href=""http://www.anmm.gov.au/site/page.cfm?u=1657"" rel=""nofollow"">Flickr Commons Rights Statement</a>.

The Australian National Maritime Museum undertakes research and accepts public comments that enhance the information we hold about images in our collection. If you can identify a person, vessel or landmark, write the details in the Comments box below. 

Thank you for helping caption this important historical image.

Object number 00036455_22",1897-01-01 00:00:00,1389669771,-33.836883,151.232557,0,https://live.staticflickr.com/3813/11940945776_3e02349724_o.jpg,,Australian National Maritime Museum on The Commons,YES,openclip p(building)=0.965,,ViT-B-32,openclip,-1
11923081115,"Manly, Sydney Harbour","This image is from a leather photograph album dating to the late 1800s. The album contains sepia prints of a voyage from Melbourne to Sydney on SS ARAMAC as well as various sights around Sydney Harbour and the Hawkesbury River. The provenance of the album and the identity of the photographer is unknown.

If reproduced or distributed, this image should be clearly attributed to the collection of the Australian National Maritime Museum; and not be used for any commercial or for-profit purposes without the permission of the museum. For more information see our <a href=""http://www.anmm.gov.au/site/page.cfm?u=1657"" rel=""nofollow"">Flickr Commons Rights Statement</a>.

The Australian National Maritime Museum undertakes research and accepts public comments that enhance the information we hold about images in our collection. If you can identify a person, vessel or landmark, write the details in the Comments box below. 

Thank you for helping caption this important historical image.

Object number 00036455_19",1897-01-01 00:00:00,1389593845,-33.795238,151.287368,0,https://live.staticflickr.com/3666/11923081115_2c0017306d_o.jpg,,Australian National Maritime Museum on The Commons,YES,openclip p(building)=0.573,,ViT-B-32,openclip,-1
11923540314,HMS Royalist,"This image is from a leather photograph album dating to the late 1800s. The album contains sepia prints of a voyage from Melbourne to Sydney on SS ARAMAC as well as various sights around Sydney Harbour and the Hawkesbury River. The provenance of the album and the identity of the photographer is unknown.

If reproduced or distributed, this image should be clearly attributed to the collection of the Australian National Maritime Museum; and not be used for any commercial or for-profit purposes without the permission of the museum. For more information see our <a href=""http://www.anmm.gov.au/site/page.cfm?u=1657"" rel=""nofollow"">Flickr Commons Rights Statement</a>.

The Australian National Maritime Museum undertakes research and accepts public comments that enhance the information we hold about images in our collection. If you can identify a person, vessel or landmark, write the details in the Comments box below. 

Thank you for helping caption this important historical image.

Object number 00036455_17",1897-01-01 00:00:00,1389593844,-33.855591,151.235046,0,https://live.staticflickr.com/5477/11923540314_6188ac70de_o.jpg,,Australian National Maritime Museum on The Commons,YES,openclip p(building)=0.846,,ViT-B-32,openclip,-1
11923516954,Glebe Point,"This image is from a leather photograph album dating to the late 1800s. The album contains sepia prints of a voyage from Melbourne to Sydney on SS ARAMAC as well as various sights around Sydney Harbour and the Hawkesbury River. The provenance of the album and the identity of the photographer is unknown.

If reproduced or distributed, this image should be clearly attributed to the collection of the Australian National Maritime Museum; and not be used for any commercial or for-profit purposes without the permission of the museum. For more information see our <a href=""http://www.anmm.gov.au/site/page.cfm?u=1657"" rel=""nofollow"">Flickr Commons Rights Statement</a>.

The Australian National Maritime Museum undertakes research and accepts public comments that enhance the information we hold about images in our collection. If you can identify a person, vessel or landmark, write the details in the Comments box below. 

Thank you for helping caption this important historical image.

Object number 00036455_10",1897-01-01 00:00:00,1389593635,-33.871555,151.183891,0,https://live.staticflickr.com/3778/11923516954_0cb97e1fab_o.jpg,,Australian National Maritime Museum on The Commons,YES,openclip p(building)=0.936,,ViT-B-32,openclip,-1
11863857373,"Return of Jubilee Contingent, George St","This image is from a leather photograph album dating to the late 1800s. The album contains sepia prints of a voyage from Melbourne to Sydney on SS ARAMAC as well as various sights around Sydney Harbour and the Hawkesbury River. The provenance of the album and the identity of the photographer is unknown.

If reproduced or distributed, this image should be clearly attributed to the collection of the Australian National Maritime Museum; and not be used for any commercial or for-profit purposes without the permission of the museum. For more information see our <a href=""http://www.anmm.gov.au/site/page.cfm?u=1657"" rel=""nofollow"">Flickr Commons Rights Statement</a>.

The Australian National Maritime Museum undertakes research and accepts public comments that enhance the information we hold about images in our collection. If you can identify a person, vessel or landmark, write the details in the Comments box below. 

Thank you for helping caption this important historical image.

Object number 00036455_08",1897-01-01 00:00:00,1389319689,-33.868918,151.207065,0,https://live.staticflickr.com/5501/11863857373_c93549bfa4_o.jpg,,Australian National Maritime Museum on The Commons,YES,openclip p(building)=0.941,,ViT-B-32,openclip,-1
11863859254,"George Street, Sydney","This image is from a leather photograph album dating to the late 1800s. The album contains sepia prints of a voyage from Melbourne to Sydney on SS ARAMAC as well as various sights around Sydney Harbour and the Hawkesbury River. The provenance of the album and the identity of the photographer is unknown.

If reproduced or distributed, this image should be clearly attributed to the collection of the Australian National Maritime Museum; and not be used for any commercial or for-profit purposes without the permission of the museum. For more information see our <a href=""http://www.anmm.gov.au/site/page.cfm?u=1657"" rel=""nofollow"">Flickr Commons Rights Statement</a>.

The Australian National Maritime Museum undertakes research and accepts public comments that enhance the information we hold about images in our collection. If you can identify a person, vessel or landmark, write the details in the Comments box below. 

Thank you for helping caption this important historical image.

Object number 00036455_09",1897-01-01 00:00:00,1389319206,-33.869628,151.206954,0,https://live.staticflickr.com/3824/11863859254_399a8a67ec_o.jpg,,Australian National Maritime Museum on The Commons,YES,openclip p(building)=0.971,,ViT-B-32,openclip,-1
11863603844,Ferry steamers at Circular Quay," This image is from a leather photograph album dating to the late 1800s. The album contains sepia prints of a voyage from Melbourne to Sydney on SS ARAMAC as well as various sights around Sydney Harbour and the Hawkesbury River. The provenance of the album and the identity of the photographer is unknown.

If reproduced or distributed, this image should be clearly attributed to the collection of the Australian National Maritime Museum; and not be used for any commercial or for-profit purposes without the permission of the museum. For more information see our <a href=""http://www.anmm.gov.au/site/page.cfm?u=1657"" rel=""nofollow"">Flickr Commons Rights Statement</a>.

The Australian National Maritime Museum undertakes research and accepts public comments that enhance the information we hold about images in our collection. If you can identify a person, vessel or landmark, write the details in the Comments box below. 

Thank you for helping caption this important historical image.

Object number 00036455_05",1897-01-01 00:00:00,1389318220,-33.860437,151.210842,0,https://live.staticflickr.com/2848/11863603844_2321030326_o.jpg,,Australian National Maritime Museum on The Commons,YES,openclip p(building)=0.534,,ViT-B-32,openclip,-1
11861912144,"Souvenir photo to commemorate the visit of the US Fleet to Australia, July 1925","If reproduced or distributed, this image should be clearly attributed to the collection of the Australian National Maritime Museum; and not be used for any commercial or for-profit purposes without the permission of the museum. For more information see our <a href=""http://www.anmm.gov.au/site/page.cfm?u=1657"" rel=""nofollow"">Flickr Commons Rights Statement</a>.

The Australian National Maritime Museum undertakes research and accepts public comments that enhance the information we hold about images in our collection. If you can identify a person, vessel or landmark, write the details in the Comments box below. 

Thank you for helping caption this important historical image.

Object number 00019563_02",1925-07-01 00:00:00,1389308717,-37.817531,144.967147,0,https://live.staticflickr.com/3806/11861912144_3cbb8b93e3_o.jpg,,Australian National Maritime Museum on The Commons,YES,openclip p(building)=0.988,,ViT-B-32,openclip,-1
11806434074,"Two-masted yawl TRIXIE in Sydney Harbour, 1920-1939","This photo is part of the Australian National Maritime Museum’s Samuel J. Hood Studio collection. Sam Hood (1872-1953) was a Sydney photographer with a passion for ships. His 60-year career spanned the romantic age of sail and two world wars. The photos in the collection were taken mainly in Sydney and Newcastle during the first half of the 20th century. 

If reproduced or distributed, this image should be clearly attributed to the collection of the Australian National Maritime Museum; and not be used for any commercial or for-profit purposes without the permission of the museum. For more information see our <a href=""http://www.anmm.gov.au/site/page.cfm?u=1657"" rel=""nofollow"">Flickr Commons Rights Statement</a>.

The ANMM undertakes research and accepts public comments that enhance the information we hold about images in our collection. This record has been updated accordingly. 

Photographer: Samuel J. Hood Studio Collection

Object no. 00034845",2004-04-15 10:54:59,1389045237,-33.86842,151.265602,0,https://live.staticflickr.com/7403/11806434074_c8b79c4d28_o.jpg,,Australian National Maritime Museum on The Commons,YES,openclip p(building)=0.610,,ViT-B-32,openclip,-1
10989357503,Henley on the Yarra 1908,"If reproduced or distributed, this image should be clearly attributed to the collection of the Australian National Maritime Museum; and not be used for any commercial or for-profit purposes without the permission of the museum. For more information see our <a href=""http://www.anmm.gov.au/site/page.cfm?u=1657"" rel=""nofollow"">Flickr Commons Rights Statement</a>.

The Australian National Maritime Museum undertakes research and accepts public comments that enhance the information we hold about images in our collection. If you can identify a person, vessel or landmark, write the details in the Comments box below. 

Thank you for helping caption this important historical image.

Object number 00045543",1908-01-01 00:00:00,1385097578,-37.788081,145.229644,0,https://live.staticflickr.com/3799/10989357503_9c787a694d_o.jpg,,Australian National Maritime Museum on The Commons,YES,openclip p(building)=0.509,,ViT-B-32,openclip,-1
10829366733,"Circular Quay, Sydney Harbour","If reproduced or distributed, this image should be clearly attributed to the collection of the Australian National Maritime Museum; and not be used for any commercial or for-profit purposes without the permission of the museum. For more information see our <a href=""http://www.anmm.gov.au/site/page.cfm?u=1657"" rel=""nofollow"">Flickr Commons Rights Statement</a>.

The ANMM undertakes research and accepts public comments that enhance the information we hold about images in our collection. This record has been updated accordingly. 

Thank you for helping caption this important historical image.

Object number ANMS1424[656]

ANMM Collection Gift from P&amp;O Cruises Australia",1903-01-01 00:00:00,1384305005,-33.859297,151.211271,0,https://live.staticflickr.com/5540/10829366733_ee21a61150_o.jpg,,Australian National Maritime Museum on The Commons,YES,openclip p(building)=0.768,,ViT-B-32,openclip,-1
10829108653,"Bennelong Point, Sydney Harbour","If reproduced or distributed, this image should be clearly attributed to the collection of the Australian National Maritime Museum; and not be used for any commercial or for-profit purposes without the permission of the museum. For more information see our <a href=""http://www.anmm.gov.au/site/page.cfm?u=1657"" rel=""nofollow"">Flickr Commons Rights Statement</a>.

The ANMM undertakes research and accepts public comments that enhance the information we hold about images in our collection. This record has been updated accordingly. 

Thank you for helping caption this important historical image.

Object number ANMS1424[664]

ANMM Collection Gift from P&amp;O Cruises Australia",1906-01-01 00:00:00,1384303621,-33.857199,151.215133,0,https://live.staticflickr.com/5536/10829108653_6266c3afc2_o.jpg,,Australian National Maritime Museum on The Commons,YES,openclip p(building)=0.642,,ViT-B-32,openclip,-1
10715387324,"Day Street, Sydney","If reproduced or distributed, this image should be clearly attributed to the collection of the Australian National Maritime Museum; and not be used for any commercial or for-profit purposes without the permission of the museum. For more information see our <a href=""http://www.anmm.gov.au/site/page.cfm?u=1657"" rel=""nofollow"">Flickr Commons Rights Statement</a>.

The ANMM undertakes research and accepts public comments that enhance the information we hold about images in our collection. This record has been updated accordingly. 

Thank you for helping caption this important historical image.

Object number ANMS1424[662]

ANMM Collection Gift from P&amp;O Cruises Australia",1906-01-01 00:00:00,1383776955,-33.869628,151.206954,0,https://live.staticflickr.com/5483/10715387324_8cd4bae810_o.jpg,,Australian National Maritime Museum on The Commons,YES,openclip p(building)=0.720,,ViT-B-32,openclip,-1
10715387754,"Joseph Duggan's butcher shop in Argyle Street, Millers Point","If reproduced or distributed, this image should be clearly attributed to the collection of the Australian National Maritime Museum; and not be used for any commercial or for-profit purposes without the permission of the museum. For more information see our <a href=""http://www.anmm.gov.au/site/page.cfm?u=1657"" rel=""nofollow"">Flickr Commons Rights Statement</a>.

The ANMM undertakes research and accepts public comments that enhance the information we hold about images in our collection. This record has been updated accordingly. 

Thank you for helping caption this important historical image.

Object number ANMS1424[661]

ANMM Collection Gift from P&amp;O Cruises Australia",1906-01-01 00:00:00,1383776954,-33.857453,151.202645,0,https://live.staticflickr.com/3720/10715387754_4ccbe31a91_o.jpg,,Australian National Maritime Museum on The Commons,YES,openclip p(building)=0.681,,ViT-B-32,openclip,-1
